algorithm,precision,dims,iterations,s,nx,ny,nz,substrate_step,x_tile_size,init_time,time,std_dev
lstcsta,S,3,100,1,160,160,160,1,64,6,35446.16,271.0739648
lstcsta,S,3,100,1,160,160,160,1,64,6,35561.4,127.6385522
lstcsta,S,3,100,1,160,160,160,1,64,7,35450.98,72.45784706
lstcsta,S,3,100,1,160,160,160,1,64,6,35570.16,148.378214
lstcsta,S,3,100,1,160,160,160,1,64,6,35538.44,201.2414629
lstcsta,S,3,100,1,350,350,350,1,64,12,324934.92,625.5250863
lstcsta,S,3,100,1,350,350,350,1,64,15,325358.84,1560.419435
lstcsta,S,3,100,1,350,350,350,1,64,16,325086.84,473.8456863
lstcsta,S,3,100,1,350,350,350,1,64,14,325099.26,533.0209305
lstcsta,S,3,100,1,350,350,350,1,64,15,325032.98,516.5258363
lstcsta,S,3,100,1,96,96,96,1,64,3,12908.08,628.0135616
lstcsta,S,3,100,1,96,96,96,1,64,4,12722.72,44.52596546
lstcsta,S,3,100,1,96,96,96,1,64,4,12866.62,164.0286426
lstcsta,S,3,100,1,96,96,96,1,64,4,12715.26,45.31304889
lstcsta,S,3,100,1,96,96,96,1,64,4,12757.46,44.93026152
lstcsta,S,3,100,1,128,128,128,1,64,4,21198.34,270.258958
lstcsta,S,3,100,1,128,128,128,1,64,5,21118.54,75.91764222
lstcsta,S,3,100,1,128,128,128,1,64,5,21182.9,71.88330822
lstcsta,S,3,100,1,128,128,128,1,64,4,21190.1,64.76889686
lstcsta,S,3,100,1,128,128,128,1,64,5,21183.8,77.63195218
lstcsta,S,3,100,1,150,150,150,1,64,5,29574.38,237.9567095
lstcsta,S,3,100,1,150,150,150,1,64,7,29480.16,54.19865681
lstcsta,S,3,100,1,150,150,150,1,64,6,29486.18,81.62296001
lstcsta,S,3,100,1,150,150,150,1,64,6,29501.64,85.59386894
lstcsta,S,3,100,1,150,150,150,1,64,6,29522.18,70.55031963
lstcsta,S,3,100,1,250,250,250,1,64,9,123735.3,422.4263368
lstcsta,S,3,100,1,250,250,250,1,64,11,123138.02,94.35878126
lstcsta,S,3,100,1,250,250,250,1,64,10,123723.42,346.0853126
lstcsta,S,3,100,1,250,250,250,1,64,10,123180.18,350.8234707
lstcsta,S,3,100,1,250,250,250,1,64,21,123654.62,101.2847254
lstcsta,S,3,100,1,300,300,300,1,64,10,204888.84,7891.159307
lstcsta,S,3,100,1,300,300,300,1,64,14,200008.1,618.3276559
lstcsta,S,3,100,1,300,300,300,1,64,12,199509.06,454.9131086
lstcsta,S,3,100,1,300,300,300,1,64,13,199941.12,447.7146699
lstcsta,S,3,100,1,300,300,300,1,64,13,199486.3,431.0268321
lstcsta,S,3,100,1,600,600,600,1,64,20,2813862.58,324633.695
lstcsta,S,3,100,1,600,600,600,1,64,26,2832959.7,278082.0823
lstcsta,S,3,100,1,600,600,600,1,64,30,3009318.62,13122.53509
lstcsta,S,3,100,1,600,600,600,1,64,25,2456925.04,421515.8566
lstcsta,S,3,100,1,600,600,600,1,64,25,3009006.8,12803.74004
lstcsta,S,3,100,1,800,800,800,1,64,28,5804745.14,1275072.912
lstcsta,S,3,100,1,800,800,800,1,64,33,8680875.7,1066423.015
lstcsta,S,3,100,1,800,800,800,1,64,34,9398821.38,352755.9344
lstcsta,S,3,100,1,800,800,800,1,64,30,6852928.92,1373081.264
lstcsta,S,3,100,1,800,800,800,1,64,29,9265500.9,118267.0386
lstcsta,S,3,100,1,200,200,200,1,64,7,62389.94,580.4577301
lstcsta,S,3,100,1,200,200,200,1,64,9,62270.24,60.52588207
