algorithm,precision,dims,iterations,s,nx,ny,nz,substrate_step,x_tile_size,init_time,time,std_dev
lstcstai,S,3,100,1,224,224,224,1,64,11,283676.7,727.1986592
lstcstai,S,3,100,1,224,224,224,1,64,14,281709.08,4008.87445
lstcstai,S,3,100,1,550,550,550,1,64,20,1906658.04,1323229.153
lstcstai,S,3,100,1,550,550,550,1,64,26,1403033.56,520694.2935
lstcstai,S,3,100,1,550,550,550,1,64,24,2405561.16,1489833.08
lstcstai,S,3,100,1,550,550,550,1,64,25,3447786.52,1186813.119
lstcstai,S,3,100,1,550,550,550,1,64,28,3447986.12,1440787.935
lstcstai,S,3,100,1,64,64,64,1,32,2,6112.44,928.9343822
lstcstai,S,3,100,1,64,64,64,1,32,4,5983.32,41.11955253
lstcstai,S,3,100,1,64,64,64,1,32,4,5973.38,33.79934319
lstcstai,S,3,100,1,64,64,64,1,32,3,5931.74,49.52567415
lstcstai,S,3,100,1,64,64,64,1,32,3,5910.02,31.79024379
lstcstai,S,3,100,1,500,500,500,1,32,19,3324240.02,1014202.469
lstcstai,S,3,100,1,500,500,500,1,32,28,2717384.24,1049234.975
lstcstai,S,3,100,1,500,500,500,1,32,22,3089914.56,1082248.093
lstcstai,S,3,100,1,500,500,500,1,32,22,2827730.84,573425.8907
lstcstai,S,3,100,1,500,500,500,1,32,22,2841917.3,1001833.05
lstcstai,S,3,100,1,1000,1000,1000,1,32,102,9151562,2815692.804
lstcstai,S,3,100,1,1000,1000,1000,1,32,44,10350209.72,2182925.488
lstcstai,S,3,100,1,1000,1000,1000,1,32,67,9862367.36,5155053.15
lstcstai,S,3,100,1,1000,1000,1000,1,32,65,9874294.36,5787858.532
lstcstai,S,3,100,1,1000,1000,1000,1,32,44,19876477.6,2672864.298
lstcstai,S,3,100,1,50,50,50,1,32,2,4242.66,586.8020317
lstcstai,S,3,100,1,50,50,50,1,32,3,4123.24,73.80015176
lstcstai,S,3,100,1,50,50,50,1,32,3,4089.2,29.22601581
lstcstai,S,3,100,1,50,50,50,1,32,3,4077,36.82770696
lstcstai,S,3,100,1,50,50,50,1,32,3,4035.46,46.01487151
lstcstai,S,3,100,1,288,288,288,1,32,11,598079.1,892.7981463
lstcstai,S,3,100,1,288,288,288,1,32,15,602445.5,579.745746
lstcstai,S,3,100,1,288,288,288,1,32,15,588272.8,1228.482316
lstcstai,S,3,100,1,288,288,288,1,32,16,534138.84,67869.78022
lstcstai,S,3,100,1,288,288,288,1,32,15,595205.12,953.8411532
lstcstai,S,3,100,1,192,192,192,1,32,7,104409.8,2097.97245
lstcstai,S,3,100,1,192,192,192,1,32,11,104323.74,200.8474854
lstcstai,S,3,100,1,192,192,192,1,32,10,104333.42,210.4735698
lstcstai,S,3,100,1,192,192,192,1,32,10,104357.6,195.2663822
lstcstai,S,3,100,1,192,192,192,1,32,8,104227.28,209.4432658
lstcstai,S,3,100,1,160,160,160,1,32,5,44049.82,1614.710843
lstcstai,S,3,100,1,160,160,160,1,32,10,43144.76,275.6438688
lstcstai,S,3,100,1,160,160,160,1,32,10,42750.62,457.3247813
